polygon_origin,polygon_destination,polygon_origin_name,polygon_destination_name,total,mañana_total,tarde_total,noche_total,madrugada_total,2024-11-01,2024-11-02,2024-11-03,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08
0901600010060,0901600010059,POLANCO V SECCIÓN,POLANCO IV SECCIÓN,5,5,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
0901600010060,0901600010085,POLANCO V SECCIÓN,BOSQUE DE CHAPULTEPEC,7,4,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0
0901600010085,0900400010060,BOSQUE DE CHAPULTEPEC,SANTA FE CUAJIMALPA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0901600010085,0901500010007,BOSQUE DE CHAPULTEPEC,CENTRO,12,9,1,2,0,1,0,0,0,0,0,0,1,0,3,3,1,2,0,0,1
0901600010085,0901500010009,BOSQUE DE CHAPULTEPEC,CONDESA,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901600010085,0901500010015,BOSQUE DE CHAPULTEPEC,GUERRERO,4,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901600010085,0901500010016,BOSQUE DE CHAPULTEPEC,HIPÓDROMO,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901600010085,0901500010018,BOSQUE DE CHAPULTEPEC,JUÁREZ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0901600010085,0901500010025,BOSQUE DE CHAPULTEPEC,ROMA NORTE,6,4,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0
0901600010085,0901500010026,BOSQUE DE CHAPULTEPEC,ROMA SUR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0901600010085,0901600010010,BOSQUE DE CHAPULTEPEC,ANZURES,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0901600010085,0901600010058,BOSQUE DE CHAPULTEPEC,POLANCO III SECCIÓN,10,6,2,2,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,3,0
0901600010085,0901600010059,BOSQUE DE CHAPULTEPEC,POLANCO IV SECCIÓN,4,3,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
0901600010085,0901600010060,BOSQUE DE CHAPULTEPEC,POLANCO V SECCIÓN,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0901600010085,GEN_5e552dba4dcd,BOSQUE DE CHAPULTEPEC,Central del Norte,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEN_0fdc5f82cfb5,0900300010007,,AVANTE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0900300010008,,LA CONCEPCIÓN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0900300010023,,LA CANDELARIA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0900300010097,,DE LOS REYES,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0900300010099,,DE SANTA ÚRSULA COAPA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0901500010007,,CENTRO,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_0fdc5f82cfb5,0901500010009,,CONDESA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GEN_0fdc5f82cfb5,0901500010018,,JUÁREZ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEN_0fdc5f82cfb5,0901500010025,,ROMA NORTE,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GEN_0fdc5f82cfb5,0901600010085,,BOSQUE DE CHAPULTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEN_22fa6c7bd720,0900300010006,TAXQUEÑA,ATLÁNTIDA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GEN_22fa6c7bd720,0900300010054,TAXQUEÑA,DEL CARMEN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GEN_22fa6c7bd720,0900300010097,TAXQUEÑA,DE LOS REYES,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GEN_22fa6c7bd720,0900300010099,TAXQUEÑA,DE SANTA ÚRSULA COAPA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GEN_22fa6c7bd720,0900300010104,TAXQUEÑA,EL ROSEDAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GEN_22fa6c7bd720,0901500010007,TAXQUEÑA,CENTRO,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
GEN_4245ade3f1ac,0901600010085,TAPO,BOSQUE DE CHAPULTEPEC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_5e552dba4dcd,0901600010085,Central del Norte,BOSQUE DE CHAPULTEPEC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GEN_8df52115a76b,0900300010114,AICM Terminal I,VILLA COYOACÁN,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
GEN_8df52115a76b,GEN_22fa6c7bd720,AICM Terminal I,TAXQUEÑA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_8df52115a76b,GEN_3f2df81cdecf,AICM Terminal I,Observatorio,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_8df52115a76b,GEN_9e0c83ddab22,AICM Terminal I,AICM Terminal II,3,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,0900300010054,AICM Terminal II,DEL CARMEN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,0900500010186,AICM Terminal II,7 DE NOVIEMBRE,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,0901500010018,AICM Terminal II,JUÁREZ,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,0901500010025,AICM Terminal II,ROMA NORTE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GEN_9e0c83ddab22,0901600010010,AICM Terminal II,ANZURES,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,0901600010059,AICM Terminal II,POLANCO IV SECCIÓN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,GEN_5e552dba4dcd,AICM Terminal II,Central del Norte,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_9e0c83ddab22,GEN_8df52115a76b,AICM Terminal II,AICM Terminal I,5,4,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
GEN_cfb2e3c7d056,0900300010099,,DE SANTA ÚRSULA COAPA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN_cfb2e3c7d056,0901500010010,,CUAUHTÉMOC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
